AURAL2,,Convert to %R("AURAL2"):AURAL2,,Convert to Abs("Convert to %R("AURAL2"):AURAL2"):Convert to %R("AURAL2"):AURAL2,,
Wavelength (nm),%T,Wavelength (nm),%R,Wavelength (nm),Abs,
2036,21.45538902,2036,21.45538902,2036,0.6684635878,
2035,21.43777275,2035,21.43777275,2035,0.6688203216,
2034,21.38351059,2034,21.38351059,2034,0.6699209809,
2033,21.40348625,2033,21.40348625,2033,0.6695154905,
2032,21.34751892,2032,21.34751892,2032,0.6706526279,
2031,21.35822296,2031,21.35822296,2031,0.6704348922,
2030,21.30398178,2030,21.30398178,2030,0.671539247,
2029,21.2965889,2029,21.2965889,2029,0.6716899276,
2028,21.29153061,2028,21.29153061,2028,0.6717931032,
2027,21.26042747,2027,21.26042747,2027,0.6724280119,
2026,21.28232193,2026,21.28232193,2026,0.6719809771,
2025,21.21832657,2025,21.21832657,2025,0.6732888818,
2024,21.2111702,2024,21.2111702,2024,0.67343539,
2023,21.21029282,2023,21.21029282,2023,0.673453331,
2022,21.18183327,2022,21.18183327,2022,0.6740364432,
2021,21.17637634,2021,21.17637634,2021,0.6741483212,
2020,21.15293121,2020,21.15293121,2020,0.6746294498,
2019,21.13123512,2019,21.13123512,2019,0.6750751138,
2018,21.11501884,2018,21.11501884,2018,0.6754085422,
2017,21.11769295,2017,21.11769295,2017,0.6753535271,
2016,21.08440399,2016,21.08440399,2016,0.6760386825,
2015,21.05493927,2015,21.05493927,2015,0.6766459942,
2014,21.07172012,2014,21.07172012,2014,0.6762999892,
2013,21.02566719,2013,21.02566719,2013,0.6772502065,
2012,20.99851227,2012,20.99851227,2012,0.6778115034,
2011,20.97979355,2011,20.97979355,2011,0.6781988144,
2010,20.96113586,2010,20.96113586,2010,0.6785851717,
2009,20.95721626,2009,20.95721626,2009,0.6786664128,
2008,20.92400551,2008,20.92400551,2008,0.6793552041,
2007,20.92113495,2007,20.92113495,2007,0.6794147491,
2006,20.90672874,2006,20.90672874,2006,0.6797139049,
2005,20.88413811,2005,20.88413811,2005,0.6801834106,
2004,20.87744713,2004,20.87744713,2004,0.6803225875,
2003,20.85687447,2003,20.85687447,2003,0.6807507873,
2002,20.82474136,2002,20.82474136,2002,0.6814203858,
2001,20.82951164,2001,20.82951164,2001,0.6813209057,
2000,20.7836895,2000,20.7836895,2000,0.6822773814,
1999,20.76411629,1999,20.76411629,1999,0.6826865077,
1998,20.76442146,1998,20.76442146,1998,0.6826801896,
1997,20.74374008,1997,20.74374008,1997,0.6831129193,
1996,20.7200489,1996,20.7200489,1996,0.6836092472,
1995,20.70031548,1995,20.70031548,1995,0.6840230227,
1994,20.66275024,1994,20.66275024,1994,0.6848118901,
1993,20.66109085,1993,20.66109085,1993,0.6848467588,
1992,20.66365242,1992,20.66365242,1992,0.6847929358,
1991,20.62923813,1991,20.62923813,1991,0.6855168343,
1990,20.60669136,1990,20.60669136,1990,0.6859917641,
1989,20.60905075,1989,20.60905075,1989,0.6859419942,
1988,20.58195686,1988,20.58195686,1988,0.6865133643,
1987,20.56742668,1987,20.56742668,1987,0.6868200302,
1986,20.53510094,1986,20.53510094,1986,0.687503159,
1985,20.54477882,1985,20.54477882,1985,0.6872985363,
1984,20.51206017,1984,20.51206017,1984,0.687990725,
1983,20.48269081,1983,20.48269081,1983,0.6886129975,
1982,20.48652458,1982,20.48652458,1982,0.6885316968,
1981,20.46862793,1981,20.46862793,1981,0.6889112592,
1980,20.44841194,1980,20.44841194,1980,0.6893404126,
1979,20.43520546,1979,20.43520546,1979,0.6896209717,
1978,20.43675232,1978,20.43675232,1978,0.6895881295,
1977,20.41119194,1977,20.41119194,1977,0.6901316643,
1976,20.40177536,1976,20.40177536,1976,0.6903320551,
1975,20.39710808,1975,20.39710808,1975,0.690431416,
1974,20.37077332,1974,20.37077332,1974,0.6909924746,
1973,20.35025406,1973,20.35025406,1973,0.6914301515,
1972,20.33955193,1972,20.33955193,1972,0.6916586161,
1971,20.3074646,1971,20.3074646,1971,0.6923443079,
1970,20.31459045,1970,20.31459045,1970,0.6921918988,
1969,20.27838135,1969,20.27838135,1969,0.6929666996,
1968,20.28190422,1968,20.28190422,1968,0.6928912401,
1967,20.26210403,1967,20.26210403,1967,0.6933154464,
1966,20.24622917,1966,20.24622917,1966,0.6936558485,
1965,20.23732567,1965,20.23732567,1965,0.6938468814,
1964,20.2228775,1964,20.2228775,1964,0.694157064,
1963,20.20714951,1963,20.20714951,1963,0.6944949627,
1962,20.1876812,1962,20.1876812,1962,0.6949135661,
1961,20.18479347,1961,20.18479347,1961,0.6949756742,
1960,20.17354965,1960,20.17354965,1960,0.695217669,
1959,20.17042542,1959,20.17042542,1959,0.6952849627,
1958,20.13117218,1958,20.13117218,1958,0.6961309314,
1957,20.12696648,1957,20.12696648,1957,0.6962216496,
1956,20.11884689,1956,20.11884689,1956,0.6963968873,
1955,20.10163879,1955,20.10163879,1955,0.6967685223,
1954,20.09160614,1954,20.09160614,1954,0.6969853044,
1953,20.09259224,1953,20.09259224,1953,0.6969640255,
1952,20.07925987,1952,20.07925987,1952,0.6972523332,
1951,20.07704163,1951,20.07704163,1951,0.6973002553,
1950,20.04290962,1950,20.04290962,1950,0.6980392337,
1949,20.03903008,1949,20.03903008,1949,0.6981233358,
1948,20.02752876,1948,20.02752876,1948,0.6983726621,
1947,20.00575638,1947,20.00575638,1947,0.6988450289,
1946,20.01210976,1946,20.01210976,1946,0.6987071037,
1945,19.9777813,1945,19.9777813,1945,0.6994527578,
1944,19.99145126,1944,19.99145126,1944,0.6991556883,
1943,19.97222519,1943,19.97222519,1943,0.6995735765,
1942,19.94830894,1942,19.94830894,1942,0.700093925,
1941,19.94096565,1941,19.94096565,1941,0.7002537847,
1940,19.94485664,1940,19.94485664,1940,0.7001690865,
1939,19.93459129,1939,19.93459129,1939,0.7003926635,
1938,19.92233849,1938,19.92233849,1938,0.7006596923,
1937,19.91663551,1937,19.91663551,1937,0.7007840276,
1936,19.90176964,1936,19.90176964,1936,0.7011082768,
1935,19.89822578,1935,19.89822578,1935,0.7011856437,
1934,19.87206459,1934,19.87206459,1934,0.7017570138,
1933,19.87293434,1933,19.87293434,1933,0.7017379999,
1932,19.85852814,1932,19.85852814,1932,0.7020529509,
1931,19.86043739,1931,19.86043739,1931,0.702011168,
1930,19.84145355,1930,19.84145355,1930,0.7024264932,
1929,19.85069084,1929,19.85069084,1929,0.7022243738,
1928,19.81753159,1928,19.81753159,1928,0.7029504776,
1927,19.82204056,1927,19.82204056,1927,0.7028516531,
1926,19.81279945,1926,19.81279945,1926,0.7030541301,
1925,19.78891182,1925,19.78891182,1925,0.7035780549,
1924,19.79041862,1924,19.79041862,1924,0.7035450339,
1923,19.76183319,1923,19.76183319,1923,0.7041727901,
1922,19.76907349,1922,19.76907349,1922,0.7040136456,
1921,19.75452805,1921,19.75452805,1921,0.704333365,
1920,19.76104355,1920,19.76104355,1920,0.704190135,
1919,19.76057625,1919,19.76057625,1919,0.704200387,
1918,19.75805473,1918,19.75805473,1918,0.7042558193,
1917,19.72904205,1917,19.72904205,1917,0.7048940063,
1916,19.71734428,1916,19.71734428,1916,0.7051515579,
1915,19.71615601,1915,19.71615601,1915,0.705177784,
1914,19.72174454,1914,19.72174454,1914,0.7050546408,
1913,19.69933128,1913,19.69933128,1913,0.7055485249,
1912,19.69098091,1912,19.69098091,1912,0.7057326436,
1911,19.69441032,1911,19.69441032,1911,0.7056570053,
1910,19.67031288,1910,19.67031288,1910,0.7061887383,
1909,19.6511364,1909,19.6511364,1909,0.7066123486,
1908,19.66672134,1908,19.66672134,1908,0.7062680721,
1907,19.6708107,1907,19.6708107,1907,0.7061777115,
1906,19.63879395,1906,19.63879395,1906,0.706885159,
1905,19.62961769,1905,19.62961769,1905,0.7070881724,
1904,19.6361084,1904,19.6361084,1904,0.7069445848,
1903,19.60437393,1903,19.60437393,1903,0.7076470256,
1902,19.6047802,1902,19.6047802,1902,0.7076380253,
1901,19.59507751,1901,19.59507751,1901,0.7078530192,
1900,19.61044884,1900,19.61044884,1900,0.7075124979,
1899,19.59989929,1899,19.59989929,1899,0.7077461481,
1898,19.58068275,1898,19.58068275,1898,0.7081721425,
1897,19.57745552,1897,19.57745552,1897,0.7082437277,
1896,19.55109596,1896,19.55109596,1896,0.7088289261,
1895,19.54436684,1895,19.54436684,1895,0.7089783549,
1894,19.54495811,1894,19.54495811,1894,0.7089652419,
1893,19.53619766,1893,19.53619766,1893,0.7091599703,
1892,19.52155876,1892,19.52155876,1892,0.7094855309,
1891,19.51408195,1891,19.51408195,1891,0.7096518874,
1890,19.49814415,1890,19.49814415,1890,0.7100067139,
1889,19.49310112,1889,19.49310112,1889,0.7101190686,
1888,19.50644493,1888,19.50644493,1888,0.7098218799,
1887,19.47322083,1887,19.47322083,1887,0.7105622292,
1886,19.46827888,1886,19.46827888,1886,0.7106724381,
1885,19.4479351,1885,19.4479351,1885,0.7111265063,
1884,19.47338104,1884,19.47338104,1884,0.7105586529,
1883,19.44421005,1883,19.44421005,1883,0.7112097144,
1882,19.44281769,1882,19.44281769,1882,0.711240828,
1881,19.43696594,1881,19.43696594,1881,0.711371541,
1880,19.43614197,1880,19.43614197,1880,0.7113899589,
1879,19.41302299,1879,19.41302299,1879,0.7119068503,
1878,19.39942169,1878,19.39942169,1878,0.7122111917,
1877,19.39676476,1877,19.39676476,1877,0.7122707367,
1876,19.38909531,1876,19.38909531,1876,0.7124424577,
1875,19.37306976,1875,19.37306976,1875,0.7128015757,
1874,19.36084366,1874,19.36084366,1874,0.713075757,
1873,19.34874725,1873,19.34874725,1873,0.713347137,
1872,19.36841393,1872,19.36841393,1872,0.7129059434,
1871,19.327528,1871,19.327528,1871,0.7138236761,
1870,19.33480644,1870,19.33480644,1870,0.7136601806,
1869,19.32885742,1869,19.32885742,1869,0.7137938142,
1868,19.31064987,1868,19.31064987,1868,0.7142031193,
1867,19.29219437,1867,19.29219437,1867,0.7146183848,
1866,19.29347038,1866,19.29347038,1866,0.7145896554,
1865,19.2845993,1865,19.2845993,1865,0.7147893906,
1864,19.27638817,1864,19.27638817,1864,0.7149743438,
1863,19.26940918,1863,19.26940918,1863,0.7151315808,
1862,19.25308037,1862,19.25308037,1862,0.7154997587,
1861,19.24852562,1861,19.24852562,1861,0.7156025171,
1860,19.22207832,1860,19.22207832,1860,0.7161996961,
1859,19.22176933,1859,19.22176933,1859,0.7162066698,
1858,19.20301247,1858,19.20301247,1858,0.7166306376,
1857,19.19705963,1857,19.19705963,1857,0.7167652845,
1856,19.18046379,1856,19.18046379,1856,0.717140913,
1855,19.18946457,1855,19.18946457,1855,0.7169371247,
1854,19.17623901,1854,19.17623901,1854,0.7172365785,
1853,19.16215134,1853,19.16215134,1853,0.7175557613,
1852,19.14738655,1852,19.14738655,1852,0.717890501,
1851,19.12249184,1851,19.12249184,1851,0.7184554935,
1850,19.12061501,1850,19.12061501,1850,0.7184981108,
1849,19.09903336,1849,19.09903336,1849,0.7189885974,
1848,19.10802078,1848,19.10802078,1848,0.7187842727,
1847,19.07746887,1847,19.07746887,1847,0.7194792628,
1846,19.07703781,1846,19.07703781,1846,0.7194890976,
1845,19.07796478,1845,19.07796478,1845,0.7194679976,
1844,19.06589508,1844,19.06589508,1844,0.719742775,
1843,19.05148697,1843,19.05148697,1843,0.720071137,
1842,19.0457859,1842,19.0457859,1842,0.7202010751,
1841,19.02749252,1841,19.02749252,1841,0.7206184268,
1840,19.01940346,1840,19.01940346,1840,0.720803082,
1839,19.02130508,1839,19.02130508,1839,0.7207596898,
1838,18.99478149,1838,18.99478149,1838,0.7213656902,
1837,18.9863205,1837,18.9863205,1837,0.7215591669,
1836,18.97483826,1836,18.97483826,1836,0.7218219042,
1835,18.96204758,1835,18.96204758,1835,0.7221147418,
1834,18.95488739,1834,18.95488739,1834,0.7222787738,
1833,18.94185829,1833,18.94185829,1833,0.7225773931,
1832,18.92388153,1832,18.92388153,1832,0.7229897976,
1831,18.91028786,1831,18.91028786,1831,0.7233018875,
1830,18.90534592,1830,18.90534592,1830,0.7234153748,
1829,18.90328407,1829,18.90328407,1829,0.7234627604,
1828,18.87758827,1828,18.87758827,1828,0.7240535021,
1827,18.87115669,1827,18.87115669,1827,0.7242015004,
1826,18.8707428,1826,18.8707428,1826,0.7242110372,
1825,18.86531258,1825,18.86531258,1825,0.7243359685,
1824,18.83416176,1824,18.83416176,1824,0.7250537276,
1823,18.83201981,1823,18.83201981,1823,0.7251030803,
1822,18.8139019,1822,18.8139019,1822,0.7255211473,
1821,18.80774879,1821,18.80774879,1821,0.7256631851,
1820,18.79114914,1820,18.79114914,1820,0.7260466218,
1819,18.78224182,1819,18.78224182,1819,0.7262525558,
1818,18.76569939,1818,18.76569939,1818,0.7266352177,
1817,18.76148033,1817,18.76148033,1817,0.7267329097,
1816,18.75034332,1816,18.75034332,1816,0.726990819,
1815,18.74048424,1815,18.74048424,1815,0.727219224,
1814,18.71884537,1814,18.71884537,1814,0.7277209759,
1813,18.71679688,1813,18.71679688,1813,0.7277684808,
1812,18.70459175,1812,18.70459175,1812,0.7280517817,
1811,18.69318199,1811,18.69318199,1811,0.7283167839,
1810,18.67128372,1810,18.67128372,1810,0.7288258076,
1809,18.6732502,1809,18.6732502,1809,0.7287800908,
1808,18.66047859,1808,18.66047859,1808,0.72907722,
1807,18.63964272,1807,18.63964272,1807,0.7295624614,
1806,18.62982941,1806,18.62982941,1806,0.7297911048,
1805,18.60306931,1805,18.60306931,1805,0.7304154038,
1804,18.60087776,1804,18.60087776,1804,0.7304665446,
1803,18.5833931,1803,18.5833931,1803,0.7308750153,
1802,18.57198143,1802,18.57198143,1802,0.731141746,
1801,18.55430222,1801,18.55430222,1801,0.7315554023,
1800,18.54341125,1800,18.54341125,1800,0.7318103313,
1799,18.52973938,1799,18.52973938,1799,0.7321306467,
1798,18.52646255,1798,18.52646255,1798,0.7322074771,
1797,18.5096283,1797,18.5096283,1797,0.7326022983,
1796,18.49442101,1796,18.49442101,1796,0.7329592705,
1795,18.48886108,1795,18.48886108,1795,0.7330898046,
1794,18.46590424,1794,18.46590424,1794,0.7336294055,
1793,18.46065712,1793,18.46065712,1793,0.7337528467,
1792,18.4484272,1792,18.4484272,1792,0.7340406775,
1791,18.42912674,1791,18.42912674,1791,0.7344952226,
1790,18.42238998,1790,18.42238998,1790,0.7346540093,
1789,18.4097023,1789,18.4097023,1789,0.7349532247,
1788,18.4006176,1788,18.4006176,1788,0.7351676226,
1787,18.38557816,1787,18.38557816,1787,0.7355226874,
1786,18.38414764,1786,18.38414764,1786,0.7355564833,
1785,18.36785698,1785,18.36785698,1785,0.7359415293,
1784,18.35949898,1784,18.35949898,1784,0.7361391783,
1783,18.35152435,1783,18.35152435,1783,0.736327827,
1782,18.32512856,1782,18.32512856,1782,0.7369529605,
1781,18.32957649,1781,18.32957649,1781,0.7368475795,
1780,18.31409836,1780,18.31409836,1780,0.7372144461,
1779,18.3006382,1779,18.3006382,1779,0.7375338078,
1778,18.28321648,1778,18.28321648,1778,0.7379474044,
1777,18.27335739,1777,18.27335739,1777,0.7381816506,
1776,18.27166748,1776,18.27166748,1776,0.7382218242,
1775,18.25495911,1775,18.25495911,1775,0.7386191487,
1774,18.24666786,1774,18.24666786,1774,0.7388164401,
1773,18.23611259,1773,18.23611259,1773,0.7390677333,
1772,18.22636604,1772,18.22636604,1772,0.7392998934,
1771,18.21598625,1771,18.21598625,1771,0.7395473123,
1770,18.20768929,1770,18.20768929,1770,0.7397451997,
1769,18.19097328,1769,18.19097328,1769,0.740144074,
1768,18.17691612,1768,18.17691612,1768,0.7404797673,
1767,18.16433144,1767,18.16433144,1767,0.740780592,
1766,18.15382195,1766,18.15382195,1766,0.7410319448,
1765,18.15788651,1765,18.15788651,1765,0.7409347296,
1764,18.14478111,1764,18.14478111,1764,0.7412483096,
1763,18.13375473,1763,18.13375473,1763,0.741512239,
1762,18.12581062,1762,18.12581062,1762,0.7417025566,
1761,18.11752319,1761,18.11752319,1761,0.7419011593,
1760,18.10548019,1760,18.10548019,1760,0.7421899438,
1759,18.09719849,1759,18.09719849,1759,0.7423886657,
1758,18.08229065,1758,18.08229065,1758,0.742746532,
1757,18.08025169,1757,18.08025169,1757,0.742795527,
1756,18.06189346,1756,18.06189346,1756,0.7432367206,
1755,18.06199646,1755,18.06199646,1755,0.7432342172,
1754,18.05257034,1754,18.05257034,1754,0.7434609532,
1753,18.03876495,1753,18.03876495,1753,0.7437931895,
1752,18.03436089,1752,18.03436089,1752,0.7438992262,
1751,18.02333641,1751,18.02333641,1751,0.7441648245,
1750,18.02055168,1750,18.02055168,1750,0.7442318797,
1749,18.00764275,1749,18.00764275,1749,0.7445431352,
1748,17.99690437,1748,17.99690437,1748,0.744802177,
1747,17.99529457,1747,17.99529457,1747,0.7448410392,
1746,17.98785019,1746,17.98785019,1746,0.7450207472,
1745,17.98127365,1745,17.98127365,1745,0.7451795936,
1744,17.96717262,1744,17.96717262,1744,0.7455202937,
1743,17.95601082,1743,17.95601082,1743,0.7457901239,
1742,17.95973778,1742,17.95973778,1742,0.7457000017,
1741,17.9491024,1741,17.9491024,1741,0.7459572554,
1740,17.93934631,1740,17.93934631,1740,0.7461933494,
1739,17.93293381,1739,17.93293381,1739,0.7463486791,
1738,17.92148972,1738,17.92148972,1738,0.7466259003,
1737,17.90853882,1737,17.90853882,1737,0.7469398379,
1736,17.9004631,1736,17.9004631,1736,0.7471357584,
1735,17.8932991,1735,17.8932991,1735,0.7473095655,
1734,17.88151169,1734,17.88151169,1734,0.747595787,
1733,17.87818336,1733,17.87818336,1733,0.7476766109,
1732,17.86916733,1732,17.86916733,1732,0.7478957176,
1731,17.86217499,1731,17.86217499,1731,0.7480656505,
1730,17.86109734,1730,17.86109734,1730,0.7480918169,
1729,17.84302139,1729,17.84302139,1729,0.74853158,
1728,17.82846069,1728,17.82846069,1728,0.748886168,
1727,17.83014297,1727,17.83014297,1727,0.74884516,
1726,17.82048607,1726,17.82048607,1726,0.7490804195,
1725,17.81195641,1725,17.81195641,1725,0.7492883801,
1724,17.79987144,1724,17.79987144,1724,0.7495831251,
1723,17.79153633,1723,17.79153633,1723,0.7497865558,
1722,17.77797508,1722,17.77797508,1722,0.7501177192,
1721,17.76977158,1721,17.76977158,1721,0.7503181696,
1720,17.75863647,1720,17.75863647,1720,0.750590384,
1719,17.75944328,1719,17.75944328,1719,0.7505706549,
1718,17.75154305,1718,17.75154305,1718,0.7507638931,
1717,17.72925186,1717,17.72925186,1717,0.7513095737,
1716,17.73516083,1716,17.73516083,1716,0.7511648536,
1715,17.70953178,1715,17.70953178,1715,0.7517929077,
1714,17.71875954,1714,17.71875954,1714,0.7515667081,
1713,17.69968224,1713,17.69968224,1713,0.7520345449,
1712,17.68121719,1712,17.68121719,1712,0.7524878383,
1711,17.68585968,1711,17.68585968,1711,0.7523738146,
1710,17.66617393,1710,17.66617393,1710,0.7528575063,
1709,17.64799881,1709,17.64799881,1709,0.7533045411,
1708,17.65401459,1708,17.65401459,1708,0.7531564832,
1707,17.6385498,1707,17.6385498,1707,0.7535371184,
1706,17.63447189,1706,17.63447189,1706,0.7536375523,
1705,17.62239838,1705,17.62239838,1705,0.7539349794,
1704,17.61069489,1704,17.61069489,1704,0.7542235255,
1703,17.60186768,1703,17.60186768,1703,0.7544412613,
1702,17.59334755,1702,17.59334755,1702,0.7546514869,
1701,17.57706642,1701,17.57706642,1701,0.7550535798,
1700,17.56501007,1700,17.56501007,1700,0.755351603,
1699,17.55994797,1699,17.55994797,1699,0.7554767728,
1698,17.54262352,1698,17.54262352,1698,0.7559054494,
1697,17.53373528,1697,17.53373528,1697,0.7561255097,
1696,17.52189636,1696,17.52189636,1696,0.7564188838,
1695,17.5100441,1695,17.5100441,1695,0.7567127347,
1694,17.51614189,1694,17.51614189,1694,0.7565615177,
1693,17.48918915,1693,17.48918915,1693,0.7572303414,
1692,17.4940052,1692,17.4940052,1692,0.7571107745,
1691,17.46904755,1691,17.46904755,1691,0.757730782,
1690,17.4696064,1690,17.4696064,1690,0.7577168941,
1689,17.4604435,1689,17.4604435,1689,0.7579447627,
1688,17.45200539,1688,17.45200539,1688,0.7581546307,
1687,17.43391418,1687,17.43391418,1687,0.758605063,
1686,17.42968369,1686,17.42968369,1686,0.7587105036,
1685,17.42043686,1685,17.42043686,1685,0.7589409947,
1684,17.40717125,1684,17.40717125,1684,0.7592718005,
1683,17.39420509,1683,17.39420509,1683,0.7595954537,
1682,17.38498116,1682,17.38498116,1682,0.7598257661,
1681,17.37334824,1681,17.37334824,1681,0.7601164579,
1680,17.36523628,1680,17.36523628,1680,0.7603192925,
1679,17.34763718,1679,17.34763718,1679,0.7607596517,
1678,17.34952545,1678,17.34952545,1678,0.7607124448,
1677,17.33889198,1677,17.33889198,1677,0.7609786987,
1676,17.32426834,1676,17.32426834,1676,0.7613450885,
1675,17.30832863,1675,17.30832863,1675,0.7617448568,
1674,17.3060112,1674,17.3060112,1674,0.761803031,
1673,17.29588127,1673,17.29588127,1673,0.7620573044,
1672,17.28582001,1672,17.28582001,1672,0.7623100281,
1671,17.27063751,1671,17.27063751,1671,0.762691617,
1670,17.26239586,1670,17.26239586,1670,0.762898922,
1669,17.24757195,1669,17.24757195,1669,0.763272047,
1668,17.24253082,1668,17.24253082,1668,0.7633989453,
1667,17.23435593,1667,17.23435593,1667,0.763604939,
1666,17.21645355,1666,17.21645355,1666,0.764056325,
1665,17.21645164,1665,17.21645164,1665,0.7640563846,
1664,17.19165993,1664,17.19165993,1664,0.7646821737,
1663,17.19770813,1663,17.19770813,1663,0.764529407,
1662,17.17936325,1662,17.17936325,1662,0.7649928927,
1661,17.16156387,1661,17.16156387,1661,0.7654431462,
1660,17.15062523,1660,17.15062523,1660,0.7657200098,
1659,17.14952087,1659,17.14952087,1659,0.765748024,
1658,17.14029312,1658,17.14029312,1658,0.7659817338,
1657,17.13077736,1657,17.13077736,1657,0.7662229538,
1656,17.11484718,1656,17.11484718,1656,0.7666269541,
1655,17.09475708,1655,17.09475708,1655,0.7671370506,
1654,17.0938282,1654,17.0938282,1654,0.7671606541,
1653,17.07537842,1653,17.07537842,1653,0.767629683,
1652,17.07423592,1652,17.07423592,1652,0.7676587105,
1651,17.06060791,1651,17.06060791,1651,0.7680054903,
1650,17.04515839,1650,17.04515839,1650,0.7683989406,
1649,17.04808044,1649,17.04808044,1649,0.7683244944,
1648,17.03053093,1648,17.03053093,1648,0.7687718272,
1647,17.01905823,1647,17.01905823,1647,0.769064486,
1646,17.01533508,1646,17.01533508,1646,0.7691594958,
1645,16.99654007,1645,16.99654007,1645,0.769639492,
1644,16.9800148,1644,16.9800148,1644,0.7700619102,
1643,16.97882843,1643,16.97882843,1643,0.7700922489,
1642,16.9608326,1642,16.9608326,1642,0.770552814,
1641,16.95688438,1641,16.95688438,1641,0.7706539631,
1640,16.95174026,1640,16.95174026,1640,0.770785749,
1639,16.92856407,1639,16.92856407,1639,0.7713798881,
1638,16.92723274,1638,16.92723274,1638,0.7714140415,
1637,16.91035271,1637,16.91035271,1637,0.7718473077,
1636,16.91127777,1636,16.91127777,1636,0.771823585,
1635,16.88336372,1635,16.88336372,1635,0.7725409865,
1634,16.88854027,1634,16.88854027,1634,0.7724078894,
1633,16.86708069,1633,16.86708069,1633,0.7729600668,
1632,16.85180283,1632,16.85180283,1632,0.7733536363,
1631,16.84908676,1631,16.84908676,1631,0.7734236121,
1630,16.84371758,1630,16.84371758,1630,0.7735620141,
1629,16.83003616,1629,16.83003616,1629,0.7739149332,
1628,16.82789612,1628,16.82789612,1628,0.7739701867,
1627,16.80399323,1627,16.80399323,1627,0.774587512,
1626,16.80568886,1626,16.80568886,1626,0.7745437026,
1625,16.7833519,1625,16.7833519,1625,0.7751212716,
1624,16.78586578,1624,16.78586578,1624,0.7750562429,
1623,16.76935005,1623,16.76935005,1623,0.7754837871,
1622,16.7492466,1622,16.7492466,1622,0.7760047317,
1621,16.73873329,1621,16.73873329,1621,0.7762774229,
1620,16.73902512,1620,16.73902512,1620,0.7762698531,
1619,16.72490883,1619,16.72490883,1619,0.7766362429,
1618,16.71495819,1618,16.71495819,1618,0.7768946886,
1617,16.70136261,1617,16.70136261,1617,0.7772480845,
1616,16.69334412,1616,16.69334412,1616,0.7774566412,
1615,16.68444633,1615,16.68444633,1615,0.7776882052,
1614,16.66884041,1614,16.66884041,1614,0.7780946493,
1613,16.66281128,1613,16.66281128,1613,0.7782517672,
1612,16.6506176,1612,16.6506176,1612,0.7785696387,
1611,16.64390182,1611,16.64390182,1611,0.7787448764,
1610,16.62950134,1610,16.62950134,1610,0.7791208029,
1609,16.61297607,1609,16.61297607,1609,0.7795525193,
1608,16.61375809,1608,16.61375809,1608,0.7795321345,
1607,16.59967804,1607,16.59967804,1607,0.779900372,
1606,16.59049797,1606,16.59049797,1606,0.7801405787,
1605,16.58344841,1605,16.58344841,1605,0.7803251743,
1604,16.56680489,1604,16.56680489,1604,0.7807612419,
1603,16.55875397,1603,16.55875397,1603,0.7809723616,
1602,16.55203056,1602,16.55203056,1602,0.7811487317,
1601,16.53771782,1601,16.53771782,1601,0.7815244198,
1600,16.52830696,1600,16.52830696,1600,0.7817716599,
1599,16.51913834,1599,16.51913834,1599,0.7820126414,
1598,16.51000023,1598,16.51000023,1598,0.7822529078,
1597,16.49575043,1597,16.49575043,1597,0.7826279402,
1596,16.49664688,1596,16.49664688,1596,0.7826043367,
1595,16.47675705,1595,16.47675705,1595,0.7831282616,
1594,16.46454048,1594,16.46454048,1594,0.7834503651,
1593,16.45916939,1593,16.45916939,1593,0.7835920453,
1592,16.44226837,1592,16.44226837,1592,0.7840382457,
1591,16.43522453,1591,16.43522453,1591,0.784224391,
1590,16.42440033,1590,16.42440033,1590,0.7845104933,
1589,16.41530037,1589,16.41530037,1589,0.7847511768,
1588,16.40327263,1588,16.40327263,1588,0.7850694656,
1587,16.4045105,1587,16.4045105,1587,0.7850366831,
1586,16.38335991,1586,16.38335991,1586,0.7855970263,
1585,16.37468147,1585,16.37468147,1585,0.7858271003,
1584,16.36603355,1584,16.36603355,1584,0.7860565782,
1583,16.3521595,1583,16.3521595,1583,0.7864248753,
1582,16.34455109,1582,16.34455109,1582,0.7866269946,
1581,16.32977104,1581,16.32977104,1581,0.7870199084,
1580,16.31925774,1580,16.31925774,1580,0.787299633,
1579,16.31197548,1579,16.31197548,1579,0.7874934673,
1578,16.31447983,1578,16.31447983,1578,0.7874267697,
1577,16.2930336,1577,16.2930336,1577,0.7879980206,
1576,16.28106689,1576,16.28106689,1576,0.7883171439,
1575,16.27474594,1575,16.27474594,1575,0.7884857655,
1574,16.25380135,1574,16.25380135,1574,0.7890450954,
1573,16.25588799,1573,16.25588799,1573,0.7889893055,
1572,16.24691582,1572,16.24691582,1572,0.7892290354,
1571,16.24068832,1571,16.24068832,1571,0.7893955708,
1570,16.22981262,1570,16.22981262,1570,0.789686501,
1569,16.21606064,1569,16.21606064,1569,0.7900546193,
1568,16.2112999,1568,16.2112999,1568,0.7901821733,
1567,16.1932869,1567,16.1932869,1567,0.7906649709,
1566,16.17773628,1566,16.17773628,1566,0.791082263,
1565,16.17792702,1565,16.17792702,1565,0.791077137,
1564,16.16684151,1564,16.16684151,1564,0.7913748026,
1563,16.16122055,1563,16.16122055,1563,0.7915258408,
1562,16.13673782,1562,16.13673782,1562,0.7921842933,
1561,16.13619232,1561,16.13619232,1561,0.792198956,
1560,16.12487221,1560,16.12487221,1560,0.7925037146,
1559,16.10601044,1559,16.10601044,1559,0.793012023,
1558,16.09736633,1558,16.09736633,1558,0.7932451367,
1557,16.1001339,1557,16.1001339,1557,0.7931705117,
1556,16.08377266,1556,16.08377266,1556,0.7936120629,
