R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R24,R13,R14,R15,R16,R17,R18,R19,R20,R21,R25,PD25,PD26,PD27,PD28,PD29,PD30,Puissance estimée (W),T_ref,timestamp
44.902596900947515,48.354764043125556,47.25187108641467,43.854276419875816,46.79486982625173,48.38787901122822,44.15117186491216,47.62341011002877,47.44782865832872,44.533008024995354,44.92383549371351,41.751260914310365,45.50132378574773,43.25929588267701,43.39102791952297,45.622851062178825,43.158757153231306,42.705828529862856,45.895724201815426,42.4527831160035,44.16450552761961,31.980665410900144,0.002,0.002,0.002,0.003,0.072,0.038,20.52268374173712,31.980665410900144,2025-04-17T11:27:19
44.82356054573006,48.233013143316384,47.130180553606294,43.77346202978862,46.67903073442011,48.263909464065534,44.07309789880492,47.50084471249329,47.406557601973816,44.45542965483088,44.7664180066443,41.63170977825911,45.34053716244159,43.09969774335252,43.319138566944275,45.50231534296785,43.08382381156764,42.631891997415266,45.81567532521757,42.37544658039826,44.04759566330682,31.94090135168267,0.002,0.003,0.001,0.005,0.072,0.038,20.417356741033984,31.94090135168267,2025-04-17T11:27:19
44.74453661463349,48.15188131191303,47.08963227946032,43.6926558432279,46.563206405630694,48.222603765782424,43.995044585181404,47.41915075690156,47.32404613244,44.377866496981596,44.68776623145817,41.59186695694143,45.26013276031961,43.01993573490142,43.24727333014903,45.46216719045151,43.046362507794925,42.55797595908945,45.73564809319697,42.33678711276144,43.969664741598194,31.94090135168267,0.003,0.003,0.001,0.006,0.073,0.038,20.365690211710632,31.94090135168267,2025-04-17T11:27:20
44.705029220119854,48.07077747556815,47.0085583568856,43.611857574290525,46.485997947079056,48.14001835779868,43.917011637513724,47.33746951667308,47.241575250113954,44.33909053550258,44.6484544519098,41.512192431722895,45.179720606727756,42.94019803791434,43.21134967129416,45.381916258868785,42.971450465457906,42.52102554010338,45.65564221315253,42.29813346403745,43.8917406903081,31.94090135168267,0.003,0.002,0.002,0.005,0.073,0.038,20.262389660439766,31.94090135168267,2025-04-17T11:27:20
44.58652489847253,47.98970133217722,46.92751434735652,43.571461319599564,46.40879538844666,48.05746733774902,43.838998769530804,47.25580070730291,47.11794431932725,44.261549673194736,44.530575086890224,41.43253248688666,45.09930043310351,42.82063642757231,43.13952010510798,45.30172554003883,42.933999659361234,42.48408014253778,45.57565739278374,42.220843479841506,43.85278115541308,31.90113131883919,0.002,0.003,0.004,0.006,0.073,0.038,20.20887779108894,31.90113131883919,2025-04-17T11:27:20
44.54702929464611,47.98970133217722,46.84649994578132,43.49067439113571,46.33159846532561,47.97495038990127,43.79999977603006,47.17414404447777,47.035573489421665,44.18402332623248,44.530575086890224,41.392707891069676,45.01887197072199,42.740958211981365,43.067713984453235,45.2616526536861,42.82166769637587,42.37327373841191,45.49569334008493,42.182207072669314,43.774866895835316,31.90113131883919,0.001,0.003,0.004,0.004,0.072,0.039,20.12411383697287,31.90113131883919,2025-04-17T11:27:21
44.46804663112471,47.868138381622316,46.806003752758784,43.45028364591519,46.254406913391165,47.89246719906362,43.76100569521208,47.09249924406976,46.9120911246759,44.14526550897773,44.45203510677618,41.27325517315796,44.93843495069012,42.740958211981365,42.995931041824974,45.18155161418076,42.82166769637587,42.29942728645858,45.415749763338226,42.104951249055546,43.65800701821422,31.861355271498326,0.001,0.003,0.004,0.004,0.072,0.039,20.052243368809044,31.861355271498326,2025-04-17T11:27:21
44.42855950113915,47.78713015182035,46.765514847519626,43.40989466574109,46.177220468397024,47.81001745057836,43.68303212878146,47.010866022130585,46.82981833263483,44.10651121614734,44.33429377003051,41.193637221884046,44.85798910394169,42.661303270752455,42.96004817876633,45.1015099357258,42.746796429849894,42.26251130389818,45.415749763338226,42.06633176101599,43.65800701821422,31.861355271498326,0.0,0.004,0.004,0.004,0.072,0.039,19.94911250491178,31.861355271498326,2025-04-17T11:27:22
44.34959346904628,47.74663604533515,46.644091478533994,43.369507414894656,46.13862907844549,47.6864048452407,43.64405257178447,46.92924409488535,46.78869645158818,44.02901306464355,44.25584485793814,41.153833295288734,44.77753416123102,42.58167130816486,42.88829950232963,45.02152727927404,42.70936570808891,42.18869365605434,45.33582637110794,41.989109453600804,43.61905665847934,31.90113131883919,0.0,0.004,0.004,0.004,0.072,0.039,19.820079761963655,31.90113131883919,2025-04-17T11:27:22
44.31011449669131,47.625193309239194,46.603631344596124,43.32912185765923,46.10003886616926,47.60403732944542,43.56610773187515,46.847633178726596,46.665388387889436,43.95152859359314,44.177431841873954,41.11403268621706,44.7373031947003,42.50206202875063,42.780718611987766,44.94160330669962,42.671938215734144,42.15179192299314,45.29587215318827,41.95050656272571,43.54116013275143,31.90113131883919,0.001,0.004,0.002,0.004,0.072,0.039,19.668175183505628,31.90113131883919,2025-04-17T11:27:22
