R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R24,R13,R14,R15,R16,R17,R18,R19,R20,R21,R25,PD25,PD26,PD27,PD28,PD29,PD30,Puissance estimée (W),T_ref,timestamp
36.69815453329653,40.2108170337483,40.27570380058194,38.160936489295466,38.12652321056487,40.28647786958118,37.83125972569502,38.32469527240198,38.946029395491905,37.733942310838245,36.23814940015899,36.07359796258589,36.63855052242906,35.43277979238758,36.34976866760246,38.785590387362504,38.045035342272286,35.95569124551531,39.41765566147171,37.30941753787772,37.616584535887114,27.0727883710245,0.002,0.002,0.0,0.003,0.064,0.032,16.52811849996084,27.0727883710245,2025-04-17T11:09:46
36.61889923499342,40.131036172837526,40.235908609564376,38.03952271927517,38.12652321056487,40.16548835306122,37.79260059157241,38.24265406090683,38.82612474914231,37.656641705115646,36.161879023257825,35.95456260588617,36.514307324430945,35.354013195135735,36.314383395293476,38.70933325293703,37.93316808852046,35.882516363523905,39.33842651366484,37.27122020880688,37.538292619899664,27.0727883710245,0.002,0.002,0.001,0.003,0.064,0.032,16.46486480218746,27.0727883710245,2025-04-17T11:09:47
36.53962670413699,40.011362838557886,40.11653053584661,37.91808121912294,38.048388265722,40.04451006845579,37.71528060277859,38.16059338146346,38.74619925849868,37.61798794561895,36.12374596145014,35.875198333969024,36.34851392204041,35.314628367735224,36.24361166641603,38.59501059227091,37.85858460911686,35.7727460625278,39.21957941070269,37.19482900281304,37.45998458520245,27.0727883710245,0.002,0.003,0.002,0.003,0.065,0.031,16.31554277150709,27.0727883710245,2025-04-17T11:09:47
36.49998388269847,39.97147103790047,40.07674022368792,37.87759438308308,38.00931196147076,39.963863628046056,37.67661967671012,38.0785129333691,38.66628217551636,37.579331834178845,36.08561426987524,35.795827817445684,36.307041052692114,35.23585546797665,36.172838140556166,38.556919705995654,37.82129117420561,35.7727460625278,39.17996266382613,37.080250295647204,37.420824432622624,27.0727883710245,0.002,0.003,0.002,0.003,0.066,0.031,16.265771737112722,27.0727883710245,2025-04-17T11:09:48
36.460336640492585,39.89168618592089,40.036951040706754,37.79661098330314,37.97022972126268,39.88322144351133,37.63795808190349,38.03746520197012,38.58637320478863,37.540673335128645,36.009354854774074,35.71645075534366,36.224065609295565,35.19646732058783,36.13745062196881,38.48076271915528,37.70940367967671,35.699560145004966,39.140345333874734,37.0420594127425,37.342491675318456,27.031976327059454,0.002,0.004,0.002,0.004,0.065,0.032,16.267051165356616,27.031976327059454,2025-04-17T11:09:48
36.381028743300305,39.85179306228457,39.95737591736679,37.79661098330314,37.93114150900141,39.80258322022485,37.59929578262171,37.95535453597387,38.54642166918353,37.46334903142292,35.89497511702831,35.67675967554305,36.18256295439721,35.1176874430426,36.06667390978117,38.442696546927266,37.672105337880794,35.66296536868765,39.061108780343204,36.965680464552065,37.26414207257244,26.99115285900882,0.002,0.004,0.002,0.004,0.065,0.032,16.218579317220513,26.99115285900882,2025-04-17T11:09:48
36.34136801299081,39.81189942532063,39.91758990453707,37.71561436434058,37.81384067841134,39.721948663442674,37.56063274311214,37.95535453597387,38.46652431276988,37.42468315532449,35.85685089762006,35.63706684631023,36.18256295439721,35.038902537871536,36.03128465065947,38.366588665855204,37.63480568405873,35.62636933506883,38.98186946116226,36.85111855699239,37.1857753328718,26.99115285900882,0.002,0.003,0.002,0.003,0.064,0.033,16.168813660568564,26.99115285900882,2025-04-17T11:09:49
36.30170271126764,39.73211046664636,39.87780487594301,37.67511100422507,37.73560960107227,39.6816326678495,37.44463882544977,37.914291525881595,38.38663432972265,37.3473437758625,35.78060578422583,35.59737222991578,36.14105029003895,34.96011230402132,35.99589474581467,38.290513164200036,37.560202303706546,35.62636933506883,38.90262708716398,36.77474788318847,37.068192452666324,26.950317917432926,0.002,0.003,0.003,0.004,0.064,0.032,16.170126926343457,26.950317917432926,2025-04-17T11:09:49
36.262032800384645,39.65231902024277,39.79823762644918,37.634604227131945,37.657353766208644,39.56068936978977,37.405972467180845,37.87322334734205,38.3466920108026,37.269993988084025,35.742484818752644,35.517977484598305,36.14105029003895,34.92071509465711,35.92511286775385,38.214469756130256,37.48559326519796,35.516573348096074,38.823381368951516,36.736563619677554,37.02898927415379,26.950317917432926,0.001,0.003,0.002,0.004,0.063,0.032,16.070601587224985,26.950317917432926,2025-04-17T11:09:50
36.18267899998443,39.61242227356831,39.71867387878916,37.5940939956123,37.61821647381839,39.52037637705138,37.28996773354868,37.832149962525875,38.26681253329497,37.231315101503924,35.66624589144493,35.438575137254816,36.09952757565554,34.84191630246863,35.889720828900124,38.17645999795434,37.44828653861856,35.47997194286859,38.744132016893104,36.66019706270271,36.950569369688196,26.950317917432926,0.001,0.002,0.002,0.004,0.064,0.032,15.971080628315711,26.950317917432926,2025-04-17T11:09:50
